dataset_id,source_month,geography,metric,value,source_value,value_status
9603,202510,機關別總計,總計,51741,51741,numeric
9603,202510,機關別總計,竊盜,6633,6633,numeric
9603,202510,機關別總計,贓物,10,10,numeric
9603,202510,機關別總計,賭博,171,171,numeric
9603,202510,機關別總計,傷害,2222,2222,numeric
9603,202510,機關別總計,詐欺背信,15488,15488,numeric
9603,202510,機關別總計,妨害自由,2542,2542,numeric
9603,202510,機關別總計,殺人,22,22,numeric
9603,202510,機關別總計,駕駛過失,2872,2872,numeric
9603,202510,機關別總計,妨害家庭及婚姻,36,36,numeric
9603,202510,機關別總計,妨害風化,116,116,numeric
9603,202510,機關別總計,妨害性自主罪,459,459,numeric
9603,202510,機關別總計,恐嚇取財,81,81,numeric
9603,202510,機關別總計,擄人勒贖,0,-,dash_zero
9603,202510,機關別總計,侵占,1965,1965,numeric
9603,202510,機關別總計,偽造文書印文,709,709,numeric
9603,202510,機關別總計,違反毒品危害防制條例,5259,5259,numeric
9603,202510,機關別總計,毀棄損壞,1370,1370,numeric
9603,202510,機關別總計,妨害公務,93,93,numeric
9603,202510,機關別總計,妨害電腦使用,1275,1275,numeric
9603,202510,機關別總計,強盜搶奪,20,20,numeric
9603,202510,機關別總計,內亂,0,-,dash_zero
9603,202510,機關別總計,重利,69,69,numeric
9603,202510,機關別總計,竊佔,136,136,numeric
9603,202510,機關別總計,偽造有價證券,6,6,numeric
9603,202510,機關別總計,妨害秩序,71,71,numeric
9603,202510,機關別總計,違反藥事法,4,4,numeric
9603,202510,機關別總計,違反國家總動員法,0,-,dash_zero
9603,202510,機關別總計,違反森林法,4,4,numeric
9603,202510,機關別總計,違反著作權法,81,81,numeric
9603,202510,機關別總計,違反專利法,0,-,dash_zero
9603,202510,機關別總計,違反商標法,30,30,numeric
9603,202510,機關別總計,公共危險,5303,5303,numeric
9603,202510,機關別總計,侵害墳墓屍體,0,-,dash_zero
9603,202510,機關別總計,妨害名譽,2250,2250,numeric
9603,202510,機關別總計,違反就業服務法,0,-,dash_zero
9603,202510,機關別總計,違反選罷法,2,2,numeric
9603,202510,機關別總計,妨害秘密,135,135,numeric
9603,202510,機關別總計,遺棄,20,20,numeric
9603,202510,機關別總計,違反貪污治罪條例,5,5,numeric
9603,202510,機關別總計,瀆職,22,22,numeric
9603,202510,機關別總計,懲治走私條例,0,-,dash_zero
9603,202510,機關別總計,妨害兵役,1,1,numeric
9603,202510,機關別總計,偽造貨幣,0,-,dash_zero
9603,202510,機關別總計,偽造度量衡,0,-,dash_zero
9603,202510,機關別總計,偽證,6,6,numeric
9603,202510,機關別總計,誣告,137,137,numeric
9603,202510,機關別總計,湮滅證據,3,3,numeric
9603,202510,機關別總計,藏匿頂替,7,7,numeric
9603,202510,機關別總計,脫逃,0,-,dash_zero
9603,202510,機關別總計,違反槍砲彈藥刀械管制條例,51,51,numeric
9603,202510,機關別總計,其他,2055,2055,numeric
9603,202510,新北市,總計,8869,8869,numeric
