dataset_id,source_month,geography,metric,value,source_value,value_status
9603,202605,機關別總計,總計,51381,51381,numeric
9603,202605,機關別總計,竊盜,6180,6180,numeric
9603,202605,機關別總計,贓物,6,6,numeric
9603,202605,機關別總計,賭博,162,162,numeric
9603,202605,機關別總計,傷害,2317,2317,numeric
9603,202605,機關別總計,詐欺背信,15126,15126,numeric
9603,202605,機關別總計,妨害自由,2554,2554,numeric
9603,202605,機關別總計,殺人,16,16,numeric
9603,202605,機關別總計,駕駛過失,3321,3321,numeric
9603,202605,機關別總計,妨害家庭及婚姻,48,48,numeric
9603,202605,機關別總計,妨害風化,88,88,numeric
9603,202605,機關別總計,妨害性自主罪,460,460,numeric
9603,202605,機關別總計,恐嚇取財,87,87,numeric
9603,202605,機關別總計,擄人勒贖,0,-,dash_zero
9603,202605,機關別總計,侵占,2083,2083,numeric
9603,202605,機關別總計,偽造文書印文,679,679,numeric
9603,202605,機關別總計,違反毒品危害防制條例,5076,5076,numeric
9603,202605,機關別總計,毀棄損壞,1237,1237,numeric
9603,202605,機關別總計,妨害公務,107,107,numeric
9603,202605,機關別總計,妨害電腦使用,1387,1387,numeric
9603,202605,機關別總計,強盜搶奪,27,27,numeric
9603,202605,機關別總計,內亂,0,-,dash_zero
9603,202605,機關別總計,重利,84,84,numeric
9603,202605,機關別總計,竊佔,94,94,numeric
9603,202605,機關別總計,偽造有價證券,8,8,numeric
9603,202605,機關別總計,妨害秩序,98,98,numeric
9603,202605,機關別總計,違反藥事法,4,4,numeric
9603,202605,機關別總計,違反國家總動員法,0,-,dash_zero
9603,202605,機關別總計,違反森林法,18,18,numeric
9603,202605,機關別總計,違反著作權法,96,96,numeric
9603,202605,機關別總計,違反專利法,0,-,dash_zero
9603,202605,機關別總計,違反商標法,42,42,numeric
9603,202605,機關別總計,公共危險,4921,4921,numeric
9603,202605,機關別總計,侵害墳墓屍體,1,1,numeric
9603,202605,機關別總計,妨害名譽,2505,2505,numeric
9603,202605,機關別總計,違反就業服務法,2,2,numeric
9603,202605,機關別總計,違反選罷法,9,9,numeric
9603,202605,機關別總計,妨害秘密,169,169,numeric
9603,202605,機關別總計,遺棄,20,20,numeric
9603,202605,機關別總計,違反貪污治罪條例,5,5,numeric
9603,202605,機關別總計,瀆職,12,12,numeric
9603,202605,機關別總計,懲治走私條例,0,-,dash_zero
9603,202605,機關別總計,妨害兵役,7,7,numeric
9603,202605,機關別總計,偽造貨幣,1,1,numeric
9603,202605,機關別總計,偽造度量衡,0,-,dash_zero
9603,202605,機關別總計,偽證,8,8,numeric
9603,202605,機關別總計,誣告,151,151,numeric
9603,202605,機關別總計,湮滅證據,3,3,numeric
9603,202605,機關別總計,藏匿頂替,3,3,numeric
9603,202605,機關別總計,脫逃,0,-,dash_zero
9603,202605,機關別總計,違反槍砲彈藥刀械管制條例,83,83,numeric
9603,202605,機關別總計,其他,2076,2076,numeric
9603,202605,新北市,總計,9549,9549,numeric
9603,202605,新北市,竊盜,1000,1000,numeric
9603,202605,新北市,贓物,0,-,dash_zero
9603,202605,新北市,賭博,14,14,numeric
9603,202605,新北市,傷害,424,424,numeric
9603,202605,新北市,詐欺背信,2898,2898,numeric
9603,202605,新北市,妨害自由,490,490,numeric
9603,202605,新北市,殺人,3,3,numeric
9603,202605,新北市,駕駛過失,545,545,numeric
9603,202605,新北市,妨害家庭及婚姻,14,14,numeric
9603,202605,新北市,妨害風化,15,15,numeric
9603,202605,新北市,妨害性自主罪,79,79,numeric
9603,202605,新北市,恐嚇取財,12,12,numeric
9603,202605,新北市,擄人勒贖,0,-,dash_zero
9603,202605,新北市,侵占,447,447,numeric
9603,202605,新北市,偽造文書印文,108,108,numeric
9603,202605,新北市,違反毒品危害防制條例,1175,1175,numeric
9603,202605,新北市,毀棄損壞,248,248,numeric
9603,202605,新北市,妨害公務,18,18,numeric
9603,202605,新北市,妨害電腦使用,352,352,numeric
9603,202605,新北市,強盜搶奪,5,5,numeric
9603,202605,新北市,內亂,0,-,dash_zero
9603,202605,新北市,重利,14,14,numeric
9603,202605,新北市,竊佔,10,10,numeric
9603,202605,新北市,偽造有價證券,2,2,numeric
9603,202605,新北市,妨害秩序,19,19,numeric
