dataset_id,source_month,geography,metric,value,source_value,value_status
9603,202507,機關別總計,總計,53492,53492,numeric
9603,202507,機關別總計,竊盜,6359,6359,numeric
9603,202507,機關別總計,贓物,2,2,numeric
9603,202507,機關別總計,賭博,370,370,numeric
9603,202507,機關別總計,傷害,2118,2118,numeric
9603,202507,機關別總計,詐欺背信,18086,18086,numeric
9603,202507,機關別總計,妨害自由,2618,2618,numeric
9603,202507,機關別總計,殺人,29,29,numeric
9603,202507,機關別總計,駕駛過失,2807,2807,numeric
9603,202507,機關別總計,妨害家庭及婚姻,43,43,numeric
9603,202507,機關別總計,妨害風化,90,90,numeric
9603,202507,機關別總計,妨害性自主罪,487,487,numeric
9603,202507,機關別總計,恐嚇取財,79,79,numeric
9603,202507,機關別總計,擄人勒贖,0,-,dash_zero
9603,202507,機關別總計,侵占,2072,2072,numeric
9603,202507,機關別總計,偽造文書印文,731,731,numeric
9603,202507,機關別總計,違反毒品危害防制條例,3877,3877,numeric
9603,202507,機關別總計,毀棄損壞,1344,1344,numeric
9603,202507,機關別總計,妨害公務,84,84,numeric
9603,202507,機關別總計,妨害電腦使用,3039,3039,numeric
9603,202507,機關別總計,強盜搶奪,16,16,numeric
9603,202507,機關別總計,內亂,0,-,dash_zero
9603,202507,機關別總計,重利,74,74,numeric
9603,202507,機關別總計,竊佔,120,120,numeric
9603,202507,機關別總計,偽造有價證券,7,7,numeric
9603,202507,機關別總計,妨害秩序,61,61,numeric
9603,202507,機關別總計,違反藥事法,4,4,numeric
9603,202507,機關別總計,違反國家總動員法,0,-,dash_zero
9603,202507,機關別總計,違反森林法,16,16,numeric
9603,202507,機關別總計,違反著作權法,91,91,numeric
9603,202507,機關別總計,違反專利法,0,-,dash_zero
9603,202507,機關別總計,違反商標法,35,35,numeric
9603,202507,機關別總計,公共危險,3797,3797,numeric
9603,202507,機關別總計,侵害墳墓屍體,1,1,numeric
9603,202507,機關別總計,妨害名譽,2347,2347,numeric
9603,202507,機關別總計,違反就業服務法,2,2,numeric
9603,202507,機關別總計,違反選罷法,32,32,numeric
9603,202507,機關別總計,妨害秘密,145,145,numeric
9603,202507,機關別總計,遺棄,27,27,numeric
9603,202507,機關別總計,違反貪污治罪條例,2,2,numeric
9603,202507,機關別總計,瀆職,14,14,numeric
9603,202507,機關別總計,懲治走私條例,0,-,dash_zero
9603,202507,機關別總計,妨害兵役,0,-,dash_zero
9603,202507,機關別總計,偽造貨幣,3,3,numeric
9603,202507,機關別總計,偽造度量衡,0,-,dash_zero
9603,202507,機關別總計,偽證,8,8,numeric
9603,202507,機關別總計,誣告,145,145,numeric
9603,202507,機關別總計,湮滅證據,2,2,numeric
9603,202507,機關別總計,藏匿頂替,9,9,numeric
9603,202507,機關別總計,脫逃,1,1,numeric
9603,202507,機關別總計,違反槍砲彈藥刀械管制條例,100,100,numeric
9603,202507,機關別總計,其他,2198,2198,numeric
9603,202507,新北市,總計,10041,10041,numeric
9603,202507,新北市,竊盜,1162,1162,numeric
9603,202507,新北市,贓物,0,-,dash_zero
9603,202507,新北市,賭博,41,41,numeric
9603,202507,新北市,傷害,365,365,numeric
9603,202507,新北市,詐欺背信,3687,3687,numeric
9603,202507,新北市,妨害自由,537,537,numeric
9603,202507,新北市,殺人,8,8,numeric
9603,202507,新北市,駕駛過失,469,469,numeric
9603,202507,新北市,妨害家庭及婚姻,5,5,numeric
9603,202507,新北市,妨害風化,17,17,numeric
9603,202507,新北市,妨害性自主罪,79,79,numeric
9603,202507,新北市,恐嚇取財,12,12,numeric
9603,202507,新北市,擄人勒贖,0,-,dash_zero
9603,202507,新北市,侵占,440,440,numeric
9603,202507,新北市,偽造文書印文,124,124,numeric
9603,202507,新北市,違反毒品危害防制條例,770,770,numeric
9603,202507,新北市,毀棄損壞,256,256,numeric
9603,202507,新北市,妨害公務,11,11,numeric
9603,202507,新北市,妨害電腦使用,710,710,numeric
9603,202507,新北市,強盜搶奪,3,3,numeric
9603,202507,新北市,內亂,0,-,dash_zero
9603,202507,新北市,重利,16,16,numeric
9603,202507,新北市,竊佔,22,22,numeric
9603,202507,新北市,偽造有價證券,2,2,numeric
9603,202507,新北市,妨害秩序,10,10,numeric
9603,202507,新北市,違反藥事法,0,-,dash_zero
9603,202507,新北市,違反國家總動員法,0,-,dash_zero
9603,202507,新北市,違反森林法,0,-,dash_zero
9603,202507,新北市,違反著作權法,17,17,numeric
9603,202507,新北市,違反專利法,0,-,dash_zero
9603,202507,新北市,違反商標法,5,5,numeric
9603,202507,新北市,公共危險,358,358,numeric
9603,202507,新北市,侵害墳墓屍體,0,-,dash_zero
9603,202507,新北市,妨害名譽,467,467,numeric
9603,202507,新北市,違反就業服務法,0,-,dash_zero
9603,202507,新北市,違反選罷法,9,9,numeric
9603,202507,新北市,妨害秘密,31,31,numeric
9603,202507,新北市,遺棄,3,3,numeric
9603,202507,新北市,違反貪污治罪條例,2,2,numeric
9603,202507,新北市,瀆職,3,3,numeric
9603,202507,新北市,懲治走私條例,0,-,dash_zero
9603,202507,新北市,妨害兵役,0,-,dash_zero
9603,202507,新北市,偽造貨幣,2,2,numeric
9603,202507,新北市,偽造度量衡,0,-,dash_zero
9603,202507,新北市,偽證,1,1,numeric
9603,202507,新北市,誣告,37,37,numeric
9603,202507,新北市,湮滅證據,0,-,dash_zero
9603,202507,新北市,藏匿頂替,1,1,numeric
9603,202507,新北市,脫逃,1,1,numeric
9603,202507,新北市,違反槍砲彈藥刀械管制條例,11,11,numeric
9603,202507,新北市,其他,347,347,numeric
9603,202507,臺北市,總計,5745,5745,numeric
9603,202507,臺北市,竊盜,585,585,numeric
9603,202507,臺北市,贓物,0,-,dash_zero
9603,202507,臺北市,賭博,32,32,numeric
9603,202507,臺北市,傷害,293,293,numeric
9603,202507,臺北市,詐欺背信,1794,1794,numeric
9603,202507,臺北市,妨害自由,323,323,numeric
9603,202507,臺北市,殺人,8,8,numeric
9603,202507,臺北市,駕駛過失,314,314,numeric
9603,202507,臺北市,妨害家庭及婚姻,2,2,numeric
9603,202507,臺北市,妨害風化,28,28,numeric
9603,202507,臺北市,妨害性自主罪,51,51,numeric
9603,202507,臺北市,恐嚇取財,5,5,numeric
9603,202507,臺北市,擄人勒贖,0,-,dash_zero
9603,202507,臺北市,侵占,391,391,numeric
9603,202507,臺北市,偽造文書印文,122,122,numeric
9603,202507,臺北市,違反毒品危害防制條例,277,277,numeric
9603,202507,臺北市,毀棄損壞,135,135,numeric
9603,202507,臺北市,妨害公務,20,20,numeric
9603,202507,臺北市,妨害電腦使用,254,254,numeric
9603,202507,臺北市,強盜搶奪,4,4,numeric
9603,202507,臺北市,內亂,0,-,dash_zero
9603,202507,臺北市,重利,6,6,numeric
9603,202507,臺北市,竊佔,14,14,numeric
9603,202507,臺北市,偽造有價證券,0,-,dash_zero
9603,202507,臺北市,妨害秩序,8,8,numeric
9603,202507,臺北市,違反藥事法,0,-,dash_zero
9603,202507,臺北市,違反國家總動員法,0,-,dash_zero
9603,202507,臺北市,違反森林法,0,-,dash_zero
9603,202507,臺北市,違反著作權法,17,17,numeric
9603,202507,臺北市,違反專利法,0,-,dash_zero
9603,202507,臺北市,違反商標法,1,1,numeric
9603,202507,臺北市,公共危險,413,413,numeric
9603,202507,臺北市,侵害墳墓屍體,0,-,dash_zero
9603,202507,臺北市,妨害名譽,371,371,numeric
9603,202507,臺北市,違反就業服務法,0,-,dash_zero
9603,202507,臺北市,違反選罷法,4,4,numeric
9603,202507,臺北市,妨害秘密,19,19,numeric
9603,202507,臺北市,遺棄,2,2,numeric
9603,202507,臺北市,違反貪污治罪條例,0,-,dash_zero
9603,202507,臺北市,瀆職,6,6,numeric
9603,202507,臺北市,懲治走私條例,0,-,dash_zero
9603,202507,臺北市,妨害兵役,0,-,dash_zero
9603,202507,臺北市,偽造貨幣,0,-,dash_zero
9603,202507,臺北市,偽造度量衡,0,-,dash_zero
9603,202507,臺北市,偽證,1,1,numeric
9603,202507,臺北市,誣告,23,23,numeric
9603,202507,臺北市,湮滅證據,1,1,numeric
9603,202507,臺北市,藏匿頂替,1,1,numeric
9603,202507,臺北市,脫逃,0,-,dash_zero
9603,202507,臺北市,違反槍砲彈藥刀械管制條例,7,7,numeric
9603,202507,臺北市,其他,213,213,numeric
9603,202507,桃園市,總計,5605,5605,numeric
9603,202507,桃園市,竊盜,681,681,numeric
9603,202507,桃園市,贓物,0,-,dash_zero
9603,202507,桃園市,賭博,10,10,numeric
9603,202507,桃園市,傷害,221,221,numeric
9603,202507,桃園市,詐欺背信,2037,2037,numeric
9603,202507,桃園市,妨害自由,277,277,numeric
9603,202507,桃園市,殺人,0,-,dash_zero
9603,202507,桃園市,駕駛過失,265,265,numeric
9603,202507,桃園市,妨害家庭及婚姻,9,9,numeric
9603,202507,桃園市,妨害風化,3,3,numeric
9603,202507,桃園市,妨害性自主罪,59,59,numeric
9603,202507,桃園市,恐嚇取財,8,8,numeric
9603,202507,桃園市,擄人勒贖,0,-,dash_zero
9603,202507,桃園市,侵占,216,216,numeric
9603,202507,桃園市,偽造文書印文,60,60,numeric
9603,202507,桃園市,違反毒品危害防制條例,419,419,numeric
9603,202507,桃園市,毀棄損壞,161,161,numeric
9603,202507,桃園市,妨害公務,5,5,numeric
9603,202507,桃園市,妨害電腦使用,383,383,numeric
9603,202507,桃園市,強盜搶奪,3,3,numeric
9603,202507,桃園市,內亂,0,-,dash_zero
9603,202507,桃園市,重利,3,3,numeric
9603,202507,桃園市,竊佔,10,10,numeric
9603,202507,桃園市,偽造有價證券,0,-,dash_zero
9603,202507,桃園市,妨害秩序,2,2,numeric
9603,202507,桃園市,違反藥事法,0,-,dash_zero
9603,202507,桃園市,違反國家總動員法,0,-,dash_zero
9603,202507,桃園市,違反森林法,1,1,numeric
9603,202507,桃園市,違反著作權法,7,7,numeric
9603,202507,桃園市,違反專利法,0,-,dash_zero
9603,202507,桃園市,違反商標法,5,5,numeric
9603,202507,桃園市,公共危險,265,265,numeric
9603,202507,桃園市,侵害墳墓屍體,0,-,dash_zero
9603,202507,桃園市,妨害名譽,254,254,numeric
9603,202507,桃園市,違反就業服務法,0,-,dash_zero
9603,202507,桃園市,違反選罷法,3,3,numeric
9603,202507,桃園市,妨害秘密,10,10,numeric
9603,202507,桃園市,遺棄,5,5,numeric
9603,202507,桃園市,違反貪污治罪條例,0,-,dash_zero
9603,202507,桃園市,瀆職,0,-,dash_zero
9603,202507,桃園市,懲治走私條例,0,-,dash_zero
9603,202507,桃園市,妨害兵役,0,-,dash_zero
9603,202507,桃園市,偽造貨幣,0,-,dash_zero
9603,202507,桃園市,偽造度量衡,0,-,dash_zero
9603,202507,桃園市,偽證,3,3,numeric
9603,202507,桃園市,誣告,11,11,numeric
9603,202507,桃園市,湮滅證據,1,1,numeric
9603,202507,桃園市,藏匿頂替,0,-,dash_zero
9603,202507,桃園市,脫逃,0,-,dash_zero
9603,202507,桃園市,違反槍砲彈藥刀械管制條例,25,25,numeric
9603,202507,桃園市,其他,183,183,numeric
9603,202507,臺中市,總計,6724,6724,numeric
9603,202507,臺中市,竊盜,794,794,numeric
9603,202507,臺中市,贓物,0,-,dash_zero
9603,202507,臺中市,賭博,69,69,numeric
9603,202507,臺中市,傷害,228,228,numeric
9603,202507,臺中市,詐欺背信,2459,2459,numeric
9603,202507,臺中市,妨害自由,320,320,numeric
9603,202507,臺中市,殺人,1,1,numeric
9603,202507,臺中市,駕駛過失,237,237,numeric
9603,202507,臺中市,妨害家庭及婚姻,8,8,numeric
9603,202507,臺中市,妨害風化,11,11,numeric
9603,202507,臺中市,妨害性自主罪,68,68,numeric
9603,202507,臺中市,恐嚇取財,13,13,numeric
9603,202507,臺中市,擄人勒贖,0,-,dash_zero
9603,202507,臺中市,侵占,230,230,numeric
9603,202507,臺中市,偽造文書印文,83,83,numeric
9603,202507,臺中市,違反毒品危害防制條例,435,435,numeric
9603,202507,臺中市,毀棄損壞,159,159,numeric
