dataset_id,source_month,geography,metric,value,source_value,value_status
9603,202503,機關別總計,總計,54686,54686,numeric
9603,202503,機關別總計,竊盜,6616,6616,numeric
9603,202503,機關別總計,贓物,3,3,numeric
9603,202503,機關別總計,賭博,254,254,numeric
9603,202503,機關別總計,傷害,2123,2123,numeric
9603,202503,機關別總計,詐欺背信,18885,18885,numeric
9603,202503,機關別總計,妨害自由,2504,2504,numeric
9603,202503,機關別總計,殺人,27,27,numeric
9603,202503,機關別總計,駕駛過失,3208,3208,numeric
9603,202503,機關別總計,妨害家庭及婚姻,32,32,numeric
9603,202503,機關別總計,妨害風化,113,113,numeric
9603,202503,機關別總計,妨害性自主罪,461,461,numeric
9603,202503,機關別總計,恐嚇取財,117,117,numeric
9603,202503,機關別總計,擄人勒贖,0,-,dash_zero
9603,202503,機關別總計,侵占,2095,2095,numeric
9603,202503,機關別總計,偽造文書印文,806,806,numeric
9603,202503,機關別總計,違反毒品危害防制條例,3995,3995,numeric
9603,202503,機關別總計,毀棄損壞,1307,1307,numeric
9603,202503,機關別總計,妨害公務,67,67,numeric
9603,202503,機關別總計,妨害電腦使用,2905,2905,numeric
9603,202503,機關別總計,強盜搶奪,24,24,numeric
9603,202503,機關別總計,內亂,0,-,dash_zero
9603,202503,機關別總計,重利,66,66,numeric
9603,202503,機關別總計,竊佔,104,104,numeric
9603,202503,機關別總計,偽造有價證券,9,9,numeric
9603,202503,機關別總計,妨害秩序,92,92,numeric
9603,202503,機關別總計,違反藥事法,8,8,numeric
9603,202503,機關別總計,違反國家總動員法,0,-,dash_zero
9603,202503,機關別總計,違反森林法,9,9,numeric
9603,202503,機關別總計,違反著作權法,97,97,numeric
9603,202503,機關別總計,違反專利法,0,-,dash_zero
9603,202503,機關別總計,違反商標法,40,40,numeric
9603,202503,機關別總計,公共危險,4086,4086,numeric
9603,202503,機關別總計,侵害墳墓屍體,1,1,numeric
9603,202503,機關別總計,妨害名譽,2103,2103,numeric
9603,202503,機關別總計,違反就業服務法,2,2,numeric
9603,202503,機關別總計,違反選罷法,6,6,numeric
9603,202503,機關別總計,妨害秘密,126,126,numeric
9603,202503,機關別總計,遺棄,26,26,numeric
9603,202503,機關別總計,違反貪污治罪條例,4,4,numeric
9603,202503,機關別總計,瀆職,18,18,numeric
9603,202503,機關別總計,懲治走私條例,0,-,dash_zero
9603,202503,機關別總計,妨害兵役,0,-,dash_zero
9603,202503,機關別總計,偽造貨幣,6,6,numeric
9603,202503,機關別總計,偽造度量衡,0,-,dash_zero
9603,202503,機關別總計,偽證,3,3,numeric
9603,202503,機關別總計,誣告,122,122,numeric
9603,202503,機關別總計,湮滅證據,5,5,numeric
9603,202503,機關別總計,藏匿頂替,6,6,numeric
9603,202503,機關別總計,脫逃,1,1,numeric
9603,202503,機關別總計,違反槍砲彈藥刀械管制條例,90,90,numeric
9603,202503,機關別總計,其他,2114,2114,numeric
9603,202503,新北市,總計,10139,10139,numeric
9603,202503,新北市,竊盜,1205,1205,numeric
9603,202503,新北市,贓物,0,-,dash_zero
9603,202503,新北市,賭博,23,23,numeric
9603,202503,新北市,傷害,383,383,numeric
9603,202503,新北市,詐欺背信,3775,3775,numeric
9603,202503,新北市,妨害自由,520,520,numeric
9603,202503,新北市,殺人,2,2,numeric
9603,202503,新北市,駕駛過失,487,487,numeric
9603,202503,新北市,妨害家庭及婚姻,13,13,numeric
9603,202503,新北市,妨害風化,25,25,numeric
9603,202503,新北市,妨害性自主罪,65,65,numeric
9603,202503,新北市,恐嚇取財,23,23,numeric
9603,202503,新北市,擄人勒贖,0,-,dash_zero
9603,202503,新北市,侵占,426,426,numeric
9603,202503,新北市,偽造文書印文,149,149,numeric
9603,202503,新北市,違反毒品危害防制條例,812,812,numeric
9603,202503,新北市,毀棄損壞,248,248,numeric
9603,202503,新北市,妨害公務,15,15,numeric
9603,202503,新北市,妨害電腦使用,647,647,numeric
9603,202503,新北市,強盜搶奪,3,3,numeric
9603,202503,新北市,內亂,0,-,dash_zero
9603,202503,新北市,重利,9,9,numeric
9603,202503,新北市,竊佔,19,19,numeric
9603,202503,新北市,偽造有價證券,3,3,numeric
9603,202503,新北市,妨害秩序,22,22,numeric
9603,202503,新北市,違反藥事法,1,1,numeric
9603,202503,新北市,違反國家總動員法,0,-,dash_zero
9603,202503,新北市,違反森林法,0,-,dash_zero
9603,202503,新北市,違反著作權法,27,27,numeric
9603,202503,新北市,違反專利法,0,-,dash_zero
9603,202503,新北市,違反商標法,3,3,numeric
9603,202503,新北市,公共危險,427,427,numeric
9603,202503,新北市,侵害墳墓屍體,0,-,dash_zero
9603,202503,新北市,妨害名譽,433,433,numeric
9603,202503,新北市,違反就業服務法,0,-,dash_zero
9603,202503,新北市,違反選罷法,0,-,dash_zero
9603,202503,新北市,妨害秘密,22,22,numeric
9603,202503,新北市,遺棄,5,5,numeric
